pub_date,abstract,gemini_sentiment
2017-05-30,as apple moves to update its ios software this year apps that have not kept pace with the changes will be sidelined,negative
2017-05-10,amazon apple microsoft facebook and google dominate our daytoday activities imagining being forced to give up some of them could lead to hard choices,neutral
2017-05-11,smartphone and tablet browsers tend to hide the option for searching text under a menu or icon,neutral
2017-05-22,online app stores typically post the website and contact information for the softwares developers in case you need to report bugs or find answers,neutral
2017-05-06,our salesman in chief celebrates hawking a shoddy product,negative
2017-05-23,the iphone maker has agreed to a new licensing deal with the finnish telecommunications company ending a sixmonth battle over technology patents,positive
2017-05-10,the products and services of amazon apple facebook google and microsoft have become essential and inescapable which ones would you ditch if you had to,neutral
2017-05-03,the new fcc chairmans plan to slacken net neutrality rules is a boon to tech giants and a bane to competitors and innovators,negative
2017-12-08,the app which can identify a song just by hearing a few seconds of it has lost some of its shine but is still used by hundreds of millions of people,neutral
2017-12-26,apple google microsoft and other giants are accelerating their efforts to remake health care with new tracking apps sensors and other tools,positive
2017-12-21,brian x chen the lead consumer technology writer for the new york times discusses the latest apple statement which has fueled controversy about planned obsolescence,neutral
